REQUEST,MOMENT,TIMESTAMP
PUT,BEGIN,1512604012504553423
PUT,END,1512604012576344037
PUT,BEGIN,1512604013778452202
PUT,END,1512604013795209810
PUT,BEGIN,1512604014997558969
PUT,END,1512604015018799408
PUT,BEGIN,1512604016221267093
PUT,END,1512604016241697689
PUT,BEGIN,1512604017444110637
PUT,END,1512604017458959083
PUT,BEGIN,1512604018660899078
PUT,END,1512604018672459736
PUT,BEGIN,1512604019874481759
PUT,END,1512604019889344890
PUT,BEGIN,1512604021091348621
PUT,END,1512604021112793250
PUT,BEGIN,1512604022314662085
PUT,END,1512604022330818391
PUT,BEGIN,1512604023533015428
PUT,END,1512604023550768975
PUT,BEGIN,1512604024753434204
PUT,END,1512604024770338306
PUT,BEGIN,1512604025972748441
PUT,END,1512604025992959474
PUT,BEGIN,1512604027195478766
PUT,END,1512604027212207552
PUT,BEGIN,1512604028414185297
PUT,END,1512604028426452113
PUT,BEGIN,1512604029628281239
PUT,END,1512604029642269363
PUT,BEGIN,1512604030844240330
PUT,END,1512604030860087648
PUT,BEGIN,1512604032061976714
PUT,END,1512604032075411802
PUT,BEGIN,1512604033278020379
PUT,END,1512604033296381171
PUT,BEGIN,1512604034499077183
PUT,END,1512604034516988646
PUT,BEGIN,1512604035719551741
PUT,END,1512604035737213856
PUT,BEGIN,1512604036940932955
PUT,END,1512604036957932996
PUT,BEGIN,1512604038160555013
PUT,END,1512604038178435316
PUT,BEGIN,1512604039381071384
PUT,END,1512604039400550707
PUT,BEGIN,1512604040603103253
PUT,END,1512604040623715864
PUT,BEGIN,1512604041826602215
PUT,END,1512604041846900241
PUT,BEGIN,1512604043049288243
PUT,END,1512604043070179899
PUT,BEGIN,1512604044272656003
PUT,END,1512604044288651138
PUT,BEGIN,1512604045490903779
PUT,END,1512604045510937863
PUT,BEGIN,1512604046713172258
PUT,END,1512604046733621436
PUT,BEGIN,1512604047935996009
PUT,END,1512604047956850645
PUT,BEGIN,1512604049159047565
PUT,END,1512604049173999258
PUT,BEGIN,1512604050376408425
PUT,END,1512604050391376682
PUT,BEGIN,1512604051594064241
PUT,END,1512604051611174634
PUT,BEGIN,1512604052814911767
PUT,END,1512604052831949755
PUT,BEGIN,1512604054034555477
PUT,END,1512604054054273294
PUT,BEGIN,1512604055257318101
PUT,END,1512604055275211460
PUT,BEGIN,1512604056479179843
PUT,END,1512604056498052958
PUT,BEGIN,1512604057700715747
PUT,END,1512604057718383412
PUT,BEGIN,1512604058921019372
PUT,END,1512604058943329755
PUT,BEGIN,1512604060145264209
PUT,END,1512604060163414933
PUT,BEGIN,1512604061365450148
PUT,END,1512604061386086161
PUT,BEGIN,1512604062588460787
PUT,END,1512604062605633906
PUT,BEGIN,1512604063807777194
PUT,END,1512604063822507986
PUT,BEGIN,1512604065024596865
PUT,END,1512604065044950104
PUT,BEGIN,1512604066247286006
PUT,END,1512604066266925701
PUT,BEGIN,1512604067469433989
PUT,END,1512604067486343778
PUT,BEGIN,1512604068688327857
PUT,END,1512604068701950929
PUT,BEGIN,1512604069903904354
PUT,END,1512604069920128289
PUT,BEGIN,1512604071122597592
PUT,END,1512604071139503727
PUT,BEGIN,1512604072342128889
PUT,END,1512604072361997239
PUT,BEGIN,1512604073564499023
PUT,END,1512604073586880235
PUT,BEGIN,1512604074789264970
PUT,END,1512604074807114624
PUT,BEGIN,1512604076011235091
PUT,END,1512604076029927098
PUT,BEGIN,1512604077232218783
PUT,END,1512604077244385809
PUT,BEGIN,1512604078446785247
PUT,END,1512604078468417484
PUT,BEGIN,1512604079670934345
PUT,END,1512604079687241679
PUT,BEGIN,1512604080889685653
PUT,END,1512604080910365535
PUT,BEGIN,1512604082112870310
PUT,END,1512604082133182279
PUT,BEGIN,1512604083335597741
PUT,END,1512604083354017398
PUT,BEGIN,1512604084556300027
PUT,END,1512604084570316657
PUT,BEGIN,1512604085772830071
PUT,END,1512604085794061844
PUT,BEGIN,1512604086996498459
PUT,END,1512604087022906099
PUT,BEGIN,1512604088225474051
PUT,END,1512604088243020719
PUT,BEGIN,1512604089447297945
PUT,END,1512604089464277382
PUT,BEGIN,1512604090666567687
PUT,END,1512604090684713017
PUT,BEGIN,1512604091886698233
PUT,END,1512604091905477793
PUT,BEGIN,1512604093108115274
PUT,END,1512604093124802165
PUT,BEGIN,1512604094327170805
PUT,END,1512604094343347884
PUT,BEGIN,1512604095545857453
PUT,END,1512604095561969578
PUT,BEGIN,1512604096764551104
PUT,END,1512604096781135939
