REQUEST,MOMENT,TIMESTAMP
PUT,BEGIN,1512607377719631622
PUT,END,1512607377735380631
PUT,BEGIN,1512607378137680400
PUT,END,1512607378155542915
PUT,BEGIN,1512607378557604315
PUT,END,1512607378572702106
PUT,BEGIN,1512607378974385379
PUT,END,1512607378993206811
PUT,BEGIN,1512607379395305555
PUT,END,1512607379409458115
PUT,BEGIN,1512607379811119845
PUT,END,1512607379826814036
PUT,BEGIN,1512607380228615494
PUT,END,1512607380240726328
PUT,BEGIN,1512607380642210654
PUT,END,1512607380658061082
PUT,BEGIN,1512607381060641336
PUT,END,1512607381075417437
PUT,BEGIN,1512607381477183121
PUT,END,1512607381488971417
PUT,BEGIN,1512607381890712702
PUT,END,1512607381905946245
PUT,BEGIN,1512607382308652869
PUT,END,1512607382328076640
PUT,BEGIN,1512607382730107637
PUT,END,1512607382741140429
PUT,BEGIN,1512607383142963789
PUT,END,1512607383157482428
PUT,BEGIN,1512607383558962788
PUT,END,1512607383573195970
PUT,BEGIN,1512607383975056477
PUT,END,1512607383994626377
PUT,BEGIN,1512607384396784972
PUT,END,1512607384408886623
PUT,BEGIN,1512607384810529977
PUT,END,1512607384822526463
PUT,BEGIN,1512607385224890212
PUT,END,1512607385238897850
PUT,BEGIN,1512607385640659708
PUT,END,1512607385655481587
PUT,BEGIN,1512607386057900085
PUT,END,1512607386071498330
PUT,BEGIN,1512607386473499194
PUT,END,1512607386485643881
PUT,BEGIN,1512607386887405486
PUT,END,1512607386900132399
PUT,BEGIN,1512607387301898456
PUT,END,1512607387315633476
PUT,BEGIN,1512607387717506273
PUT,END,1512607387731644107
PUT,BEGIN,1512607388133656962
PUT,END,1512607388150621073
PUT,BEGIN,1512607388552610448
PUT,END,1512607388565029810
PUT,BEGIN,1512607388966922235
PUT,END,1512607388981629393
PUT,BEGIN,1512607389383370781
PUT,END,1512607389395771846
PUT,BEGIN,1512607389797698579
PUT,END,1512607389815700078
PUT,BEGIN,1512607390217861987
PUT,END,1512607390231415964
PUT,BEGIN,1512607390633138900
PUT,END,1512607390648152279
PUT,BEGIN,1512607391049880271
PUT,END,1512607391063733808
PUT,BEGIN,1512607391465731951
PUT,END,1512607391477193826
PUT,BEGIN,1512607391879036790
PUT,END,1512607391893764580
PUT,BEGIN,1512607392295830361
PUT,END,1512607392314515600
PUT,BEGIN,1512607392716799010
PUT,END,1512607392728582660
PUT,BEGIN,1512607393130897732
PUT,END,1512607393148470626
PUT,BEGIN,1512607393551761578
PUT,END,1512607393570066286
PUT,BEGIN,1512607393971944650
PUT,END,1512607393984877482
PUT,BEGIN,1512607394387405795
PUT,END,1512607394400354525
PUT,BEGIN,1512607394802369253
PUT,END,1512607394817083196
PUT,BEGIN,1512607395218943021
PUT,END,1512607395235756009
PUT,BEGIN,1512607395638309820
PUT,END,1512607395651412393
PUT,BEGIN,1512607396053484582
PUT,END,1512607396069186728
PUT,BEGIN,1512607396471274311
PUT,END,1512607396487519046
PUT,BEGIN,1512607396889291386
PUT,END,1512607396904926422
PUT,BEGIN,1512607397308160762
PUT,END,1512607397327221675
PUT,BEGIN,1512607397729084403
PUT,END,1512607397741765661
PUT,BEGIN,1512607398143614717
PUT,END,1512607398159713516
PUT,BEGIN,1512607398561558350
PUT,END,1512607398577317987
PUT,BEGIN,1512607398979082775
PUT,END,1512607398995336875
PUT,BEGIN,1512607399397051995
PUT,END,1512607399408737253
PUT,BEGIN,1512607399810378499
PUT,END,1512607399821739610
PUT,BEGIN,1512607400223679256
PUT,END,1512607400241190501
PUT,BEGIN,1512607400643290858
PUT,END,1512607400655749149
PUT,BEGIN,1512607401057685749
PUT,END,1512607401069821394
PUT,BEGIN,1512607401471699844
PUT,END,1512607401491134620
PUT,BEGIN,1512607401893771625
PUT,END,1512607401909480235
PUT,BEGIN,1512607402311650703
PUT,END,1512607402325112840
PUT,BEGIN,1512607402726885541
PUT,END,1512607402739051400
PUT,BEGIN,1512607403140536614
PUT,END,1512607403155629556
PUT,BEGIN,1512607403557475111
PUT,END,1512607403569338631
PUT,BEGIN,1512607403971320253
PUT,END,1512607403991939786
PUT,BEGIN,1512607404393624459
PUT,END,1512607404405163960
PUT,BEGIN,1512607404806856227
PUT,END,1512607404818493477
PUT,BEGIN,1512607405220153762
PUT,END,1512607405233452537
PUT,BEGIN,1512607405635284756
PUT,END,1512607405651982363
PUT,BEGIN,1512607406054170751
PUT,END,1512607406070512928
PUT,BEGIN,1512607406472474201
PUT,END,1512607406489725933
PUT,BEGIN,1512607406892209494
PUT,END,1512607406908575936
PUT,BEGIN,1512607407310610533
PUT,END,1512607407325919604
PUT,BEGIN,1512607407727762605
PUT,END,1512607407741873945
PUT,BEGIN,1512607408143540386
PUT,END,1512607408159495785
PUT,BEGIN,1512607408561322704
PUT,END,1512607408578286424
PUT,BEGIN,1512607408980111575
PUT,END,1512607408996434164
PUT,BEGIN,1512607409398329067
PUT,END,1512607409410724543
PUT,BEGIN,1512607409812609246
PUT,END,1512607409825442642
PUT,BEGIN,1512607410227583751
PUT,END,1512607410244358740
PUT,BEGIN,1512607410646447833
PUT,END,1512607410666844562
PUT,BEGIN,1512607411068920179
PUT,END,1512607411087433083
PUT,BEGIN,1512607411489148102
PUT,END,1512607411504397567
PUT,BEGIN,1512607411906748834
PUT,END,1512607411922192118
PUT,BEGIN,1512607412324003656
PUT,END,1512607412337078973
PUT,BEGIN,1512607412738708714
PUT,END,1512607412750303979
PUT,BEGIN,1512607413152501614
PUT,END,1512607413164285387
PUT,BEGIN,1512607413566932240
PUT,END,1512607413580243340
PUT,BEGIN,1512607413981911302
PUT,END,1512607413994597808
PUT,BEGIN,1512607414396290174
PUT,END,1512607414411882166
PUT,BEGIN,1512607414813846276
PUT,END,1512607414826724570
PUT,BEGIN,1512607415229083238
PUT,END,1512607415247480970
PUT,BEGIN,1512607415649758939
PUT,END,1512607415666769380
PUT,BEGIN,1512607416068769533
PUT,END,1512607416087096619
PUT,BEGIN,1512607416488815409
PUT,END,1512607416503836516
PUT,BEGIN,1512607416906307876
PUT,END,1512607416918706362
PUT,BEGIN,1512607417320433704
PUT,END,1512607417336763922
PUT,BEGIN,1512607417738579224
PUT,END,1512607417751514394
PUT,BEGIN,1512607418153535974
PUT,END,1512607418170654625
PUT,BEGIN,1512607418572368332
PUT,END,1512607418583553423
PUT,BEGIN,1512607418985450086
PUT,END,1512607418999606478
PUT,BEGIN,1512607419401295690
PUT,END,1512607419414036537
PUT,BEGIN,1512607419815912490
PUT,END,1512607419832572983
PUT,BEGIN,1512607420234750074
PUT,END,1512607420248806191
PUT,BEGIN,1512607420650636352
PUT,END,1512607420666509027
PUT,BEGIN,1512607421068734215
PUT,END,1512607421084426357
PUT,BEGIN,1512607421486363509
PUT,END,1512607421499594171
PUT,BEGIN,1512607421901584364
PUT,END,1512607421921803676
PUT,BEGIN,1512607422323454124
PUT,END,1512607422336032480
PUT,BEGIN,1512607422737921580
PUT,END,1512607422755219996
PUT,BEGIN,1512607423157391972
PUT,END,1512607423169909921
PUT,BEGIN,1512607423571908794
PUT,END,1512607423589280027
PUT,BEGIN,1512607423991305150
PUT,END,1512607424004500191
PUT,BEGIN,1512607424406688585
PUT,END,1512607424420530059
PUT,BEGIN,1512607424822240135
PUT,END,1512607424834505822
PUT,BEGIN,1512607425236151025
PUT,END,1512607425252543725
PUT,BEGIN,1512607425654820373
PUT,END,1512607425680933405
PUT,BEGIN,1512607426082664066
PUT,END,1512607426109642650
PUT,BEGIN,1512607426512327958
PUT,END,1512607426539390930
PUT,BEGIN,1512607426941177455
PUT,END,1512607426955321637
PUT,BEGIN,1512607427356986771
