REQUEST,MOMENT,TIMESTAMP
PUT,BEGIN,1512599961704399188
PUT,END,1512599961708931794
PUT,BEGIN,1512599962110716441
PUT,END,1512599962115133407
PUT,BEGIN,1512599962516357111
PUT,END,1512599962520297726
PUT,BEGIN,1512599962921449709
PUT,END,1512599962925650445
PUT,BEGIN,1512599963326822608
PUT,END,1512599963330646248
PUT,BEGIN,1512599963731796789
PUT,END,1512599963735778595
PUT,BEGIN,1512599964136896466
PUT,END,1512599964140998098
PUT,BEGIN,1512599964542101571
PUT,END,1512599964546062866
PUT,BEGIN,1512599964947171785
PUT,END,1512599964953211390
PUT,BEGIN,1512599965354499134
PUT,END,1512599965358404775
PUT,BEGIN,1512599965759733709
PUT,END,1512599965768431682
PUT,BEGIN,1512599966169727997
PUT,END,1512599966173682579
PUT,BEGIN,1512599966574787044
PUT,END,1512599966582624783
PUT,BEGIN,1512599966983822550
PUT,END,1512599966987654650
PUT,BEGIN,1512599967389047807
PUT,END,1512599967399714794
PUT,BEGIN,1512599967803059526
PUT,END,1512599967817406291
PUT,BEGIN,1512599968219168710
PUT,END,1512599968223481235
PUT,BEGIN,1512599968624736259
PUT,END,1512599968628955924
PUT,BEGIN,1512599969030120441
PUT,END,1512599969033969275
PUT,BEGIN,1512599969435064582
PUT,END,1512599969443230527
