REQUEST,MOMENT,TIMESTAMP
PUT,BEGIN,1512597948965072878
PUT,END,1512597948976722838
PUT,BEGIN,1512597949377905713
PUT,END,1512597949387158353
PUT,BEGIN,1512597949788544678
PUT,END,1512597949801327991
PUT,BEGIN,1512597950202648192
PUT,END,1512597950212106629
PUT,BEGIN,1512597950613701066
PUT,END,1512597950626742949
PUT,BEGIN,1512597951027961281
PUT,END,1512597951037222629
PUT,BEGIN,1512597951438679871
PUT,END,1512597951450974254
PUT,BEGIN,1512597951853871909
PUT,END,1512597951876121414
PUT,BEGIN,1512597952278225199
PUT,END,1512597952288761558
PUT,BEGIN,1512597952690052106
PUT,END,1512597952699332805
PUT,BEGIN,1512597953102180825
PUT,END,1512597953121394748
PUT,BEGIN,1512597953523744607
PUT,END,1512597953540582507
PUT,BEGIN,1512597953942481312
PUT,END,1512597953966277296
PUT,BEGIN,1512597954367474196
PUT,END,1512597954377137970
PUT,BEGIN,1512597954780266453
PUT,END,1512597954802360685
PUT,BEGIN,1512597955204209864
PUT,END,1512597955213390549
PUT,BEGIN,1512597955614851324
PUT,END,1512597955631009629
PUT,BEGIN,1512597956033299003
PUT,END,1512597956047692989
PUT,BEGIN,1512597956449005792
PUT,END,1512597956458173446
PUT,BEGIN,1512597956861324769
PUT,END,1512597956885875692
PUT,BEGIN,1512597957288023971
PUT,END,1512597957297302988
PUT,BEGIN,1512597957698788540
PUT,END,1512597957709485432
PUT,BEGIN,1512597958110700543
PUT,END,1512597958119952806
PUT,BEGIN,1512597958521461925
PUT,END,1512597958533037148
PUT,BEGIN,1512597958934251834
PUT,END,1512597958943458261
PUT,BEGIN,1512597959344854697
PUT,END,1512597959356235322
PUT,BEGIN,1512597959758839236
PUT,END,1512597959778535355
PUT,BEGIN,1512597960180259742
PUT,END,1512597960190505504
PUT,BEGIN,1512597960592526160
PUT,END,1512597960606960501
PUT,BEGIN,1512597961008913798
PUT,END,1512597961019686578
PUT,BEGIN,1512597961420969518
PUT,END,1512597961430547669
PUT,BEGIN,1512597961831738744
PUT,END,1512597961841008154
PUT,BEGIN,1512597962243430571
PUT,END,1512597962258904537
PUT,BEGIN,1512597962660494064
PUT,END,1512597962675626312
PUT,BEGIN,1512597963077321909
PUT,END,1512597963088094930
PUT,BEGIN,1512597963489619420
PUT,END,1512597963501104857
PUT,BEGIN,1512597963902285472
PUT,END,1512597963911617624
PUT,BEGIN,1512597964312788647
PUT,END,1512597964322096468
PUT,BEGIN,1512597964723333881
PUT,END,1512597964732666072
PUT,BEGIN,1512597965134097889
PUT,END,1512597965148189259
PUT,BEGIN,1512597965549643156
PUT,END,1512597965560650841
PUT,BEGIN,1512597965962122208
PUT,END,1512597965972749036
PUT,BEGIN,1512597966375500964
PUT,END,1512597966396422774
PUT,BEGIN,1512597966797995330
PUT,END,1512597966807200814
PUT,BEGIN,1512597967210047570
PUT,END,1512597967231177439
